DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
24-01-2021;24-01-2021;FCR;1;NEGPOS_12_16;34.76;71;34.76;23;87;70;-59;67;34.76;42;562;34.76;108;508;34.76;-25;114;34.76;-70;15;34.76;-15;20;34.76;-4
24-01-2021;24-01-2021;FCR;1;NEGPOS_16_20;30.8;71;30.8;20;87;45.82;-60;67;30.8;81;562;30.8;72;508;30.8;-8;114;30.8;-76;15;30.8;-15;20;35;-14
24-01-2021;24-01-2021;FCR;1;NEGPOS_20_24;27.92;71;27.92;23;87;66.84;-60;67;27.92;35;562;27.92;86;508;27.92;18;114;27.92;-76;15;27.92;-15;20;27.92;-11
25-01-2021;25-01-2021;FCR;1;NEGPOS_00_04;20;71;20;7;87;188.96;-60;67;20;16;562;20;46;508;20;90;114;20;-70;15;20;-15;20;21;-14
25-01-2021;25-01-2021;FCR;1;NEGPOS_04_08;24.79;71;24.79;1;87;146.34;-60;67;24.79;42;562;24.79;14;508;24.79;108;114;24.79;-70;15;24.79;-15;20;26.88;-14
25-01-2021;25-01-2021;FCR;1;NEGPOS_08_12;13.3;71;13.3;-4;87;217.76;-38;67;13.3;12;562;13.3;-23;508;4.48;152;114;13.3;-70;15;13.3;-15;20;50;-14
25-01-2021;25-01-2021;FCR;1;NEGPOS_12_16;11.9;71;11.9;-1;87;84.21;-60;67;11.9;26;562;11.9;-11;508;1.52;152;114;11.9;-77;15;11.9;-15;20;41.71;-14
25-01-2021;25-01-2021;FCR;1;NEGPOS_16_20;15;71;15;-3;87;47.84;-60;67;15;23;562;15;-13;508;6.4;152;114;15;-70;15;15;-15;20;50;-14
25-01-2021;25-01-2021;FCR;1;NEGPOS_20_24;20;71;20;6;87;69;-60;67;20;79;562;20;-3;508;20;83;114;20;-76;15;20;-15;20;26.88;-14
26-01-2021;26-01-2021;FCR;1;NEGPOS_00_04;18.96;71;18.96;4;87;184.53;-60;67;18.96;21;562;18.96;34;508;18.96;100;114;18.96;-76;15;18.96;-15;20;18.96;-8
26-01-2021;26-01-2021;FCR;1;NEGPOS_04_08;23.24;71;23.24;0;87;141.7;-60;67;23.24;19;562;23.24;14;508;23.24;126;114;23.24;-76;15;23.24;-15;20;23.24;-8
26-01-2021;26-01-2021;FCR;1;NEGPOS_08_12;14.8;71;14.8;-7;87;55.35;-60;67;14.8;25;562;14.8;-11;508;1.52;152;114;14.8;-70;15;14.8;-15;20;41.93;-14
26-01-2021;26-01-2021;FCR;1;NEGPOS_12_16;13.9;71;13.9;-7;87;89.66;-60;67;13.9;67;562;13.9;-16;508;13.9;116;114;13.9;-70;15;13.9;-15;20;30.1;-14
26-01-2021;26-01-2021;FCR;1;NEGPOS_16_20;17;71;17;2;87;47.32;-60;67;17;25;562;17;-20;508;1.8;152;114;17;-70;15;17;-15;20;41.93;-14
26-01-2021;26-01-2021;FCR;1;NEGPOS_20_24;21.78;71;21.78;6;87;70.64;-60;67;21.78;56;562;21.78;17;508;21.78;86;114;21.78;-76;15;21.78;-15;20;21.78;-14
27-01-2021;27-01-2021;FCR;1;NEGPOS_00_04;21;71;21;5;87;100;-59;67;21;21;562;21;63;508;21;67;114;122.48;-70;15;21;-15;20;21;-12
27-01-2021;27-01-2021;FCR;1;NEGPOS_04_08;25;71;25;6;87;100;-59;67;25;11;562;25;23;508;25;116;114;160.38;-70;15;25;-15;20;25;-12
27-01-2021;27-01-2021;FCR;1;NEGPOS_08_12;14.8;71;14.8;-4;87;61.41;-60;67;14.8;34;562;14.8;-34;508;3.36;152;114;132.31;-58;15;14.8;-15;20;40;-14
27-01-2021;27-01-2021;FCR;1;NEGPOS_12_16;10.4;71;10.4;-8;87;82.56;-60;67;10.4;9;562;10.4;-6;508;6.36;152;114;116;-58;15;10.4;-15;20;27.42;-14
27-01-2021;27-01-2021;FCR;1;NEGPOS_16_20;15.45;71;15.45;1;87;53.79;-60;67;15.45;22;562;15.45;-16;508;4.6;152;114;144.03;-70;15;15.45;-15;20;40;-14
27-01-2021;27-01-2021;FCR;1;NEGPOS_20_24;13.18;71;13.18;-2;87;53.86;-60;67;13.18;22;562;13.18;-13;508;6.72;152;114;107.02;-70;15;13.18;-15;20;15.07;-14
28-01-2021;28-01-2021;FCR;1;NEGPOS_00_04;14;71;14;3;87;75;-59;67;14;1;562;14;2;508;8.12;152;114;161.05;-70;15;14;-15;20;15.2;-14
28-01-2021;28-01-2021;FCR;1;NEGPOS_04_08;16;71;16;-3;87;81.08;-59;67;16;15;562;16;-8;508;3.72;152;114;122.28;-70;15;16;-15;20;16;-12
28-01-2021;28-01-2021;FCR;1;NEGPOS_08_12;10.04;71;10.04;-9;87;130.09;-38;67;10.04;31;562;10.04;-37;508;2.96;152;114;241.07;-70;15;10.04;-15;20;34.2;-14
28-01-2021;28-01-2021;FCR;1;NEGPOS_12_16;13.2;71;13.2;5;87;71.65;-60;67;13.2;67;562;13.2;27;508;13.2;63;114;162.19;-70;15;13.2;-15;20;24.5;-14
28-01-2021;28-01-2021;FCR;1;NEGPOS_16_20;20;71;20;15;87;53.36;-60;67;20;91;562;20;-7;508;20;60;114;153.76;-70;15;20;-15;20;39.13;-14
28-01-2021;28-01-2021;FCR;1;NEGPOS_20_24;18.31;71;18.31;9;87;29.88;-60;67;18.31;16;562;18.31;-2;508;18.31;133;114;93.52;-70;15;18.31;-15;20;18.31;-11
29-01-2021;29-01-2021;FCR;1;NEGPOS_00_04;29;71;29;15;87;136.49;-60;67;29;22;562;29;118;508;29;3;114;121.47;-79;15;29;-12;20;29;-7
29-01-2021;29-01-2021;FCR;1;NEGPOS_04_08;29;71;29;12;87;89.66;-60;67;29;51;562;29;74;508;29;20;114;132.89;-79;15;29;-15;20;29;-3
29-01-2021;29-01-2021;FCR;1;NEGPOS_08_12;15.6;71;15.6;15;87;61.02;-60;67;15.6;90;562;15.6;-13;508;15.6;64;114;240.73;-67;15;15.6;-15;20;22.18;-14
29-01-2021;29-01-2021;FCR;1;NEGPOS_12_16;29;71;29;26;87;74.71;-60;67;29;82;562;29;67;508;29;-20;114;159.8;-79;15;29;-15;20;29;-1
29-01-2021;29-01-2021;FCR;1;NEGPOS_16_20;24.76;71;24.76;22;87;51.61;-60;67;22.8;100;562;24.76;23;508;24.76;14;114;154.53;-79;15;24.76;-15;20;24.76;-5
29-01-2021;29-01-2021;FCR;1;NEGPOS_20_24;29;71;29;24;87;41.94;-60;67;29;28;562;29;106;508;29;-6;114;102.07;-79;15;29;-15;20;29;2
30-01-2021;30-01-2021;FCR;1;NEGPOS_00_04;20;71;20;6;87;159.3;-60;67;20;12;562;20;42;508;20;88;114;159.66;-70;15;20;-8;20;20;-10
30-01-2021;30-01-2021;FCR;1;NEGPOS_04_08;16.09;71;16.09;10;87;100.42;-60;67;16.09;17;562;16.09;28;508;16.09;104;114;128.32;-70;15;16.09;-15;20;16.78;-14
30-01-2021;30-01-2021;FCR;1;NEGPOS_08_12;20.71;71;20.71;12;87;71.63;-60;67;20.71;81;562;20.71;-28;508;20.71;75;114;234.8;-58;15;20.71;-15;20;20.71;-7
30-01-2021;30-01-2021;FCR;1;NEGPOS_12_16;15.63;71;15.63;4;87;71.26;-60;67;15.63;46;562;15.63;27;508;15.63;63;114;141.75;-58;15;15.63;-15;20;15.63;-7
30-01-2021;30-01-2021;FCR;1;NEGPOS_16_20;14;71;14;1;87;53.33;-60;67;14;50;562;14;9;508;14;80;114;149.45;-58;15;14;-15;20;14;-7
30-01-2021;30-01-2021;FCR;1;NEGPOS_20_24;21.5;71;21.5;9;87;48.78;-60;67;21.5;17;562;21.5;78;508;21.5;48;114;90.79;-70;15;21.5;-15;20;21.5;-7
31-01-2021;31-01-2021;FCR;1;NEGPOS_00_04;24;71;24;-37;87;143.44;-58;67;24;14;562;24;78;508;24;85;114;146.09;-70;15;24;-15;20;24;3
31-01-2021;31-01-2021;FCR;1;NEGPOS_04_08;34.03;71;34.03;-35;87;106.52;-60;67;34.03;19;562;34.03;113;508;34.03;40;114;142.72;-70;15;34.03;-12;20;34.03;6
31-01-2021;31-01-2021;FCR;1;NEGPOS_08_12;23;71;55.41;-18;87;73.33;-60;67;55.41;47;562;55.41;99;508;55.41;4;114;200.95;-70;15;55.41;-6;20;23;4
31-01-2021;31-01-2021;FCR;1;NEGPOS_12_16;23;71;42.36;-26;87;76.47;-60;67;42.36;20;562;42.36;150;508;42.36;-12;114;144.86;-70;15;42.36;-6;20;23;4
31-01-2021;31-01-2021;FCR;1;NEGPOS_16_20;33;71;33.3;-32;87;53.13;-60;67;33.3;14;562;33.3;112;508;33.3;45;114;137.97;-70;15;33.3;-15;20;33;6
31-01-2021;31-01-2021;FCR;1;NEGPOS_20_24;26.89;71;47.44;-23;87;59.49;-60;67;47.44;44;562;42;166;508;47.44;-50;114;106.06;-70;15;47.44;-9;20;26.89;6
01-02-2021;01-02-2021;FCR;1;NEGPOS_00_04;31.04;71;31.04;-43;87;163.95;-60;67;31.04;28;562;31.04;88;508;31.04;71;114;31.04;-77;15;31.04;-13;20;31.04;6
01-02-2021;01-02-2021;FCR;1;NEGPOS_04_08;48.08;71;48.08;-31;87;101.74;-60;67;48.08;47;562;48.08;54;508;48.08;78;114;48.08;-77;15;48.08;-15;20;48.08;4
01-02-2021;01-02-2021;FCR;1;NEGPOS_08_12;22;71;22;-11;87;62.35;-60;67;22;44;562;22;-19;508;2.96;152;114;22;-77;15;22;-15;20;28.83;-14
01-02-2021;01-02-2021;FCR;1;NEGPOS_12_16;19.16;71;19.16;-28;87;67.26;-60;67;19.16;60;562;19.16;75;508;19.16;59;114;19.16;-77;15;19.16;-15;20;20.37;-14
01-02-2021;01-02-2021;FCR;1;NEGPOS_16_20;21.32;71;21.32;-17;87;43.92;-60;67;21.32;60;562;21.32;-1;508;21.32;125;114;21.32;-77;15;21.32;-15;20;24.9;-14
01-02-2021;01-02-2021;FCR;1;NEGPOS_20_24;22.76;71;22.76;-44;87;60.44;-60;67;22.76;57;562;22.76;62;508;22.76;75;114;22.76;-77;15;22.76;-15;20;22.76;2
02-02-2021;02-02-2021;FCR;1;NEGPOS_00_04;21.53;71;21.53;-49;87;168.01;-60;67;21.53;-10;562;21.53;52;508;21.53;151;114;120.84;-72;15;21.53;-13;20;21.53;1
02-02-2021;02-02-2021;FCR;1;NEGPOS_04_08;26.89;71;26.89;-43;87;97.76;-60;67;26.89;17;562;26.89;19;508;14;152;114;127.59;-72;15;26.89;-15;20;26.89;2
02-02-2021;02-02-2021;FCR;1;NEGPOS_08_12;17.8;71;17.8;-22;87;53.86;-60;67;17.8;41;562;17.8;-26;508;14.12;152;114;202.01;-72;15;17.8;-15;20;17.8;3
02-02-2021;02-02-2021;FCR;1;NEGPOS_12_16;10;71;22;-49;87;59.86;-60;67;19;34;562;19;4;508;15.08;152;114;150.32;-72;15;19;-15;20;10;6
02-02-2021;02-02-2021;FCR;1;NEGPOS_16_20;21.4;71;21.4;-49;87;37.24;-60;67;21.4;38;562;21.4;0;508;15.16;152;114;141.21;-72;15;21.4;-15;20;21.4;6
02-02-2021;02-02-2021;FCR;1;NEGPOS_20_24;21.5;71;21.5;-49;87;61.92;-60;67;21.5;25;562;21.5;36;508;21.5;133;114;97.48;-72;15;21.5;-15;20;21.5;2
03-02-2021;03-02-2021;FCR;1;NEGPOS_00_04;24.96;71;24.96;-40;87;163.78;-60;67;24.96;3;562;24.96;114;508;24.96;63;114;131.3;-72;15;24.96;-11;20;24.96;3
03-02-2021;03-02-2021;FCR;1;NEGPOS_04_08;26.77;71;26.77;-42;87;103.75;-60;67;26.77;35;562;26.77;65;508;26.77;88;114;160.12;-72;15;26.77;-15;20;26.77;1
03-02-2021;03-02-2021;FCR;1;NEGPOS_08_12;15.64;71;15.64;-19;87;44.92;-60;67;15.64;73;562;15.64;-56;508;15.64;143;114;224.44;-72;15;15.64;-15;20;15.64;6
03-02-2021;03-02-2021;FCR;1;NEGPOS_12_16;11.34;71;22.81;-40;87;61.24;-60;67;22.81;63;562;22.81;30;508;22.81;76;114;144;-60;15;22.81;-15;20;11.34;6
03-02-2021;03-02-2021;FCR;1;NEGPOS_16_20;11.34;71;23.4;-43;87;33.87;-60;67;23.4;77;562;23.4;12;508;23.4;84;114;139.63;-60;15;23.4;-15;20;11.34;6
03-02-2021;03-02-2021;FCR;1;NEGPOS_20_24;23.84;71;23.84;-43;87;71.62;-60;67;23.84;40;562;23.84;36;508;23.84;112;114;103.36;-72;15;23.84;-15;20;23.84;2
04-02-2021;04-02-2021;FCR;1;NEGPOS_00_04;26.89;71;44.12;-38;87;175.13;-60;67;44.12;38;562;44.12;43;508;44.12;93;114;476.39;-70;15;44.12;-12;20;26.89;6
04-02-2021;04-02-2021;FCR;1;NEGPOS_04_08;29.35;71;29.35;-41;87;109.69;-60;67;29.35;35;562;29.35;35;508;29.35;111;114;676;-70;15;29.35;-15;20;29.35;5
04-02-2021;04-02-2021;FCR;1;NEGPOS_08_12;21.5;71;21.5;-3;87;48.41;-60;67;21.5;72;562;21.5;16;508;21.5;58;114;146.53;-70;15;21.5;-15;20;21.5;2
04-02-2021;04-02-2021;FCR;1;NEGPOS_12_16;20;71;20;-44;87;60.02;-60;67;20;81;562;20;22;508;20;87;114;120.47;-70;15;20;-15;20;20;-1
04-02-2021;04-02-2021;FCR;1;NEGPOS_16_20;16.07;71;16.07;-13;87;30;-60;67;16.07;43;562;16.07;-24;508;1.68;152;114;183.03;-70;15;16.07;-15;20;16.07;-13
04-02-2021;04-02-2021;FCR;1;NEGPOS_20_24;20;71;20;-43;87;74.98;-60;67;20;39;562;20;24;508;20;123;114;159.93;-70;15;20;-15;20;20;2
05-02-2021;05-02-2021;FCR;1;NEGPOS_00_04;24.48;71;24.48;-40;87;178.07;-60;67;24.48;3;562;24.48;28;508;17.04;152;114;24.48;-72;15;24.48;-12;20;24.48;1
05-02-2021;05-02-2021;FCR;1;NEGPOS_04_08;25;71;25;-42;87;107.51;-60;67;25;28;562;25;8;508;18.96;152;114;25;-72;15;25;-15;20;25;1
05-02-2021;05-02-2021;FCR;1;NEGPOS_08_12;18.16;71;18.16;-3;87;50.11;-60;67;18.16;80;562;18.16;-40;508;18.16;122;114;18.16;-72;15;18.16;-15;20;18.16;-12
05-02-2021;05-02-2021;FCR;1;NEGPOS_12_16;19;71;19;-41;87;53.55;-60;67;19;76;562;19;-7;508;19;131;114;19;-72;15;19;-15;20;19;-12
05-02-2021;05-02-2021;FCR;1;NEGPOS_16_20;19;71;19;-29;87;34.4;-60;67;19;84;562;19;-14;508;19;118;114;19;-72;15;19;-15;20;19;-12
05-02-2021;05-02-2021;FCR;1;NEGPOS_20_24;21.5;71;21.5;-39;87;61.91;-60;67;21.5;36;562;21.5;35;508;21.5;121;114;21.5;-78;15;21.5;-15;20;21.5;0
06-02-2021;06-02-2021;FCR;1;NEGPOS_00_04;40.73;71;40.73;-39;87;186.29;-60;67;40.73;41;562;40.73;41;508;40.73;100;114;40.73;-75;15;40.73;-11;20;40.73;3
06-02-2021;06-02-2021;FCR;1;NEGPOS_04_08;45.36;71;45.36;-39;87;113.98;-60;67;45.36;49;562;45.36;22;508;45.36;111;114;45.36;-75;15;45.36;-11;20;45.36;3
06-02-2021;06-02-2021;FCR;1;NEGPOS_08_12;33;71;33;-33;87;56.12;-60;67;33;67;562;33;22;508;33;93;114;33;-75;15;33;-15;20;33;1
06-02-2021;06-02-2021;FCR;1;NEGPOS_12_16;23.87;71;23.87;-33;87;58.08;-60;67;23.87;49;562;23.87;15;508;23.87;119;114;23.87;-75;15;23.87;-15;20;23.87;1
06-02-2021;06-02-2021;FCR;1;NEGPOS_16_20;21.06;71;21.06;-39;87;45.32;-60;67;21.06;62;562;21.06;14;508;21.06;112;114;21.06;-75;15;21.06;-15;20;21.06;1
06-02-2021;06-02-2021;FCR;1;NEGPOS_20_24;41.67;71;41.67;-30;87;65.38;-60;67;41.67;62;562;41.67;23;508;41.67;94;114;48;-79;15;41.67;-12;20;41.67;2
07-02-2021;07-02-2021;FCR;1;NEGPOS_00_04;48.27;71;63.76;-36;87;193.8;-60;67;63.76;33;562;63.76;-15;508;63.76;146;114;120.09;-70;15;63.76;-4;20;48.27;6
07-02-2021;07-02-2021;FCR;1;NEGPOS_04_08;48.27;71;52;-36;87;119.25;-60;67;52;31;562;52;-11;508;34.24;152;114;170.16;-70;15;52;-12;20;48.27;6
07-02-2021;07-02-2021;FCR;1;NEGPOS_08_12;55.94;71;65.67;-30;87;65.67;-56;67;65.67;59;562;65.67;-51;508;58.96;152;114;203.12;-70;15;65.67;-9;20;55.94;6
07-02-2021;07-02-2021;FCR;1;NEGPOS_12_16;48.24;71;48.24;-41;87;59.55;-60;67;48.24;32;562;48.24;15;508;48.24;136;114;139.72;-70;15;48.24;-15;20;48.24;3
07-02-2021;07-02-2021;FCR;1;NEGPOS_16_20;27.82;71;37;-46;87;60.95;-60;67;37;15;562;37;28;508;37;143;114;140.09;-70;15;37;-15;20;27.82;6
07-02-2021;07-02-2021;FCR;1;NEGPOS_20_24;60;71;60;-33;87;77.93;-60;67;60;22;562;60;55;508;60;100;114;91.63;-70;15;60;-13;20;60;-1
08-02-2021;08-02-2021;FCR;1;NEGPOS_00_04;56.48;71;67.8;-19;87;183.42;-60;67;67.8;47;562;67.8;-13;508;67.8;124;114;136.16;-70;15;67.8;-15;20;56.48;6
08-02-2021;08-02-2021;FCR;1;NEGPOS_04_08;50;71;50;-16;87;124.01;-60;67;50;68;562;50;5;508;50;87;114;143.48;-70;15;50;-15;20;50;1
08-02-2021;08-02-2021;FCR;1;NEGPOS_08_12;19;71;19;1;87;57.14;-60;67;19;51;562;19;-60;508;11.16;152;114;130;-55;15;19;-15;20;19;-14
08-02-2021;08-02-2021;FCR;1;NEGPOS_12_16;14;71;14;-45;87;58.04;-60;67;14;59;562;14;-6;508;11.4;152;114;140.29;-70;15;14;-15;20;19;-14
08-02-2021;08-02-2021;FCR;1;NEGPOS_16_20;16.5;71;16.5;-5;87;56.43;-60;67;16.5;15;562;16.5;-18;508;11.44;152;114;138.39;-55;15;16.5;-15;20;19;-14
08-02-2021;08-02-2021;FCR;1;NEGPOS_20_24;19;71;19;-28;87;76.63;-60;67;19;49;562;19;26;508;19;109;114;110.74;-70;15;19;-15;20;19;-11
09-02-2021;09-02-2021;FCR;1;NEGPOS_00_04;45;71;45;-29;87;173.05;-60;67;45;38;562;45;51;508;45;79;114;138.31;-70;15;45;-15;20;45;6
09-02-2021;09-02-2021;FCR;1;NEGPOS_04_08;43.03;71;43.03;-8;87;128.77;-60;67;43.03;72;562;43.03;-9;508;43.03;87;114;155.72;-70;15;43.03;-15;20;43.03;3
09-02-2021;09-02-2021;FCR;1;NEGPOS_08_12;28.96;71;28.96;-31;87;57.72;-60;67;28.96;38;562;28.96;-35;508;3;152;114;129.06;-55;15;28.96;-15;20;28.96;6
09-02-2021;09-02-2021;FCR;1;NEGPOS_12_16;15.2;71;15.2;-33;87;56.52;-60;67;15.2;62;562;15.2;-8;508;15.2;104;114;120;-55;15;15.2;-15;20;15.2;5
09-02-2021;09-02-2021;FCR;1;NEGPOS_16_20;23;71;23;-45;87;51.91;-60;67;23;43;562;23;-4;508;16.24;152;114;148.54;-70;15;23;-15;20;23;-1
09-02-2021;09-02-2021;FCR;1;NEGPOS_20_24;19.97;71;20.52;-23;87;75.34;-60;67;20.52;29;562;20.52;14;508;20.52;119;114;105.38;-70;15;20.52;-15;20;19.97;6
10-02-2021;10-02-2021;FCR;1;NEGPOS_00_04;33.92;71;33.92;-11;87;167.38;-60;67;33.92;40;562;33.92;85;508;33.92;46;114;137.1;-73;15;33.92;-15;20;33.92;-12
10-02-2021;10-02-2021;FCR;1;NEGPOS_04_08;36.2;71;36.2;-12;87;116.84;-60;67;36.2;65;562;36.2;68;508;36.2;42;114;128.72;-73;15;36.2;-15;20;72;-14
10-02-2021;10-02-2021;FCR;1;NEGPOS_08_12;15.2;71;15.2;-3;87;75.41;-60;67;15.2;24;562;15.2;-27;508;2.96;152;114;167.52;-58;15;15.2;-15;20;15.2;-13
10-02-2021;10-02-2021;FCR;1;NEGPOS_12_16;16;71;16;-7;87;61.2;-60;67;16;33;562;16;-16;508;5.36;152;114;157.6;-73;15;16;-15;20;58.6;-14
10-02-2021;10-02-2021;FCR;1;NEGPOS_16_20;16.5;71;16.5;5;87;64.33;-60;67;16.5;13;562;16.5;-8;508;4.76;152;114;131.04;-73;15;16.5;-15;20;58.6;-14
10-02-2021;10-02-2021;FCR;1;NEGPOS_20_24;16;71;16;-23;87;62.93;-60;67;16;27;562;16;6;508;7.44;152;114;96.85;-73;15;16;-15;20;58.6;-14
11-02-2021;11-02-2021;FCR;1;NEGPOS_00_04;19.29;71;19.29;4;87;146.86;-60;67;19.29;24;562;19.29;61;508;19.29;56;114;120;-61;15;19.29;-15;20;19.29;-8
11-02-2021;11-02-2021;FCR;1;NEGPOS_04_08;24.2;71;24.2;-3;87;101.93;-60;67;24.2;24;562;24.2;37;508;24.2;85;114;126.4;-61;15;24.2;-15;20;24.2;-7
11-02-2021;11-02-2021;FCR;1;NEGPOS_08_12;18;71;18;1;87;95.24;-60;67;18;32;562;18;-31;508;1.52;152;114;210.79;-73;15;18;-15;20;18;-6
11-02-2021;11-02-2021;FCR;1;NEGPOS_12_16;14.2;71;14.2;12;87;74.48;-60;67;14.2;23;562;14.2;-25;508;1.68;152;114;142.33;-73;15;14.2;-15;20;76;-14
11-02-2021;11-02-2021;FCR;1;NEGPOS_16_20;17.3;71;17.3;2;87;89.27;-60;67;17.3;19;562;17.3;-12;508;1.6;152;114;154.97;-73;15;17.3;-15;20;17.3;-13
11-02-2021;11-02-2021;FCR;1;NEGPOS_20_24;14.72;71;14.72;-3;87;65.14;-60;67;14.72;17;562;14.72;3;508;14.72;145;114;104.8;-73;15;14.72;-15;20;76;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_00_04;12.5;71;12.5;3;87;125;-60;67;12.5;-18;562;12.5;12;508;7.92;152;114;127.5;-60;15;12.5;-15;20;76;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_04_08;11.2;71;11.2;-7;87;125;-38;67;11.2;-20;562;11.2;2;508;8.76;152;114;128.9;-60;15;11.2;-15;20;102.46;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_08_12;11;71;11;4;87;126.29;-38;67;11;17;562;11;-34;508;3;152;114;216.77;-72;15;11;-15;20;76;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_12_16;10.8;71;10.8;-10;87;125;-38;67;10.8;22;562;10.8;-25;508;7.76;152;114;135.98;-72;15;10.8;-15;20;76;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_16_20;11.2;71;11.2;-7;87;132.31;-38;67;11.2;2;562;11.2;-8;508;3.8;152;114;152.22;-72;15;11.2;-15;20;76;-14
12-02-2021;12-02-2021;FCR;1;NEGPOS_20_24;11.92;71;11.92;-5;87;125;-38;67;11.92;15;562;11.92;-5;508;11.32;152;114;100.26;-72;15;11.92;-15;20;64.14;-14
13-02-2021;13-02-2021;FCR;1;NEGPOS_00_04;41.88;71;41.88;19;87;118.93;-60;67;41.88;42;562;41.88;116;508;41.88;-30;114;124;-60;15;41.88;-15;20;41.88;-12
13-02-2021;13-02-2021;FCR;1;NEGPOS_04_08;42.84;71;42.84;19;87;67.44;-60;67;42.84;42;562;42.84;109;508;42.84;-23;114;124;-60;15;42.84;-15;20;42.84;-12
13-02-2021;13-02-2021;FCR;1;NEGPOS_08_12;20.15;71;20.15;11;87;107.68;-60;67;20.15;93;562;20.15;6;508;20.15;31;114;124;-60;15;20.15;-15;20;20.15;-5
13-02-2021;13-02-2021;FCR;1;NEGPOS_12_16;25;71;25;8;87;58.14;-60;67;25;37;562;25;107;508;25;-13;114;124;-60;15;25;-15;20;25;-4
13-02-2021;13-02-2021;FCR;1;NEGPOS_16_20;25;71;25;5;87;93.65;-60;67;24.31;102;562;25;38;508;25;8;114;146.99;-72;15;25;-15;20;25;-4
13-02-2021;13-02-2021;FCR;1;NEGPOS_20_24;22.45;71;22.45;8;87;53.28;-60;67;22.45;45;562;22.45;86;508;22.45;12;114;93.85;-72;15;22.45;-15;20;22.45;-4
14-02-2021;14-02-2021;FCR;1;NEGPOS_00_04;20.88;71;20.88;-1;87;96.08;-60;67;20.88;3;562;20.88;49;508;20.88;101;114;125.77;-72;15;20.88;-15;20;20.88;-5
14-02-2021;14-02-2021;FCR;1;NEGPOS_04_08;21.53;71;21.53;-1;87;45.14;-60;67;21.53;8;562;21.53;55;508;21.53;90;114;121.34;-72;15;21.53;-15;20;21.53;-5
14-02-2021;14-02-2021;FCR;1;NEGPOS_08_12;20.32;71;20.32;5;87;98.24;-60;67;20.32;15;562;20.32;71;508;20.32;60;114;210.13;-72;15;20.32;-15;20;20.32;-4
14-02-2021;14-02-2021;FCR;1;NEGPOS_12_16;24.61;71;24.61;5;87;37.86;-60;67;24.61;18;562;24.61;9;508;24.61;119;114;164.86;-72;15;24.61;-15;20;24.61;-4
14-02-2021;14-02-2021;FCR;1;NEGPOS_16_20;18;71;18;-4;87;83.89;-60;67;18;69;562;18;4;508;18;84;114;149.21;-72;15;18;-15;20;18;-6
14-02-2021;14-02-2021;FCR;1;NEGPOS_20_24;16.44;71;16.44;2;87;30.08;-60;67;16.44;13;562;16.44;15;508;16.44;123;114;99.96;-72;15;16.44;-15;20;16.44;-6
15-02-2021;15-02-2021;FCR;1;NEGPOS_00_04;21;71;21;-18;87;96.08;-60;67;21;-2;562;21;70;508;21;95;114;131.2;-72;15;21;-8;20;21;-5
15-02-2021;15-02-2021;FCR;1;NEGPOS_04_08;21.68;71;21.68;-24;87;45.14;-60;67;21.68;24;562;21.68;18;508;21.68;137;114;121.54;-72;15;21.68;-15;20;21.68;-5
15-02-2021;15-02-2021;FCR;1;NEGPOS_08_12;15;71;15;-30;87;150;-38;67;15;30;562;15;-33;508;6.8;152;114;215.71;-60;15;15;-15;20;15;-6
15-02-2021;15-02-2021;FCR;1;NEGPOS_12_16;15.72;71;15.72;-30;87;150;-38;67;15.72;70;562;15.72;29;508;15.72;50;114;150.94;-60;15;15.72;-15;20;15.72;-6
15-02-2021;15-02-2021;FCR;1;NEGPOS_16_20;31.64;71;31.64;-17;87;150;-38;67;31.64;67;562;31.64;60;508;31.64;15;114;137.06;-72;15;31.64;-15;20;31.64;0
15-02-2021;15-02-2021;FCR;1;NEGPOS_20_24;19;71;19;-24;87;150;-38;67;19;23;562;19;58;508;19;74;114;101.64;-72;15;19;-15;20;19;-6
